"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"742",28,16,75,50,62,26,24,"none","clear_ex","clear_in","clear_in"
"743",29,25,52,46,75,54,24,"clear_ex","clear_in","clear_ex","clear_in"
"744",30,13,11,52,60,37,24,"clear_ex","ambiguous","clear_in","none"
"745",0,29,63,24,91,8,25,"clear_in","ambiguous","none","clear_ex"
"746",1,6,35,5,93,6,25,"ambiguous","ambiguous","clear_in","clear_in"
"747",2,11,76,5,83,8,25,"clear_in","clear_ex","none","none"
"748",3,22,86,6,84,2,25,"clear_in","ambiguous","clear_in","clear_ex"
"749",4,9,70,5,79,3,25,"clear_in","ambiguous","clear_in","clear_in"
"750",5,3,25,2,91,3,25,"clear_in","ambiguous","clear_ex","clear_in"
"751",6,7,78,3,73,2,25,"ambiguous","clear_in","none","none"
"752",7,1,94,3,89,3,25,"none","ambiguous","clear_in","clear_in"
"753",8,14,78,17,88,3,25,"ambiguous","clear_in","ambiguous","none"
"754",9,17,10,4,84,3,25,"none","clear_in","clear_ex","none"
"755",10,24,66,2,63,3,25,"ambiguous","clear_ex","clear_in","clear_ex"
"756",11,4,62,2,62,0,25,"clear_in","clear_ex","clear_in","clear_in"
"757",12,5,16,1,84,1,25,"ambiguous","clear_ex","clear_in","clear_in"
"758",13,16,57,2,76,0,25,"clear_ex","ambiguous","clear_in","clear_in"
"759",14,2,75,2,93,1,25,"clear_in","clear_in","clear_ex","clear_ex"
"760",15,15,89,1,92,1,25,"ambiguous","clear_in","ambiguous","clear_ex"
"761",16,28,81,2,80,2,25,"clear_in","none","ambiguous","clear_in"
"762",17,10,69,1,73,1,25,"clear_in","ambiguous","none","clear_in"
"763",18,13,93,1,90,6,25,"clear_ex","clear_in","clear_in","clear_in"
"764",19,25,89,1,95,9,25,"none","none","clear_in","clear_ex"
"765",20,31,95,23,82,8,25,"ambiguous","none","clear_in","clear_in"
"766",21,21,92,1,94,2,25,"clear_in","none","clear_in","clear_ex"
"767",22,12,82,1,74,1,25,"ambiguous","ambiguous","clear_in","none"
"768",23,26,58,0,55,2,25,"clear_in","none","ambiguous","none"
"769",24,18,86,3,75,2,25,"clear_in","ambiguous","clear_ex","none"
"770",25,8,74,1,74,2,25,"ambiguous","ambiguous","clear_in","clear_ex"
"771",26,27,59,2,80,2,25,"clear_ex","clear_in","clear_ex","clear_in"
"772",27,19,93,2,91,1,25,"none","clear_in","ambiguous","clear_in"
"773",28,20,42,0,59,2,25,"clear_ex","ambiguous","clear_in","clear_ex"
"774",29,30,89,55,87,4,25,"clear_in","clear_in","ambiguous","clear_ex"
"775",30,23,82,3,88,2,25,"clear_in","ambiguous","none","none"
"776",0,22,32,20,21,14,26,"clear_in","ambiguous","ambiguous","clear_ex"
"777",1,2,93,65,70,49,26,"clear_in","clear_ex","ambiguous","clear_in"
"778",2,5,74,83,92,40,26,"clear_in","clear_in","ambiguous","clear_in"
"779",3,21,98,60,88,64,26,"clear_in","none","clear_in","none"
"780",4,4,26,76,74,69,26,"none","ambiguous","clear_in","none"
"781",5,3,56,71,74,34,26,"none","clear_in","clear_ex","clear_in"
"782",6,18,85,43,72,70,26,"clear_ex","clear_in","ambiguous","none"
"783",7,23,93,79,82,47,26,"clear_in","ambiguous","none","clear_in"
"784",8,27,27,70,99,62,26,"ambiguous","ambiguous","clear_in","clear_in"
"785",9,1,91,89,97,80,26,"clear_in","ambiguous","ambiguous","clear_in"
"786",10,13,86,58,72,33,26,"clear_in","clear_ex","none","none"
"787",11,10,80,63,84,73,26,"ambiguous","clear_in","ambiguous","clear_in"
"788",12,25,68,67,88,56,26,"ambiguous","clear_in","clear_in","none"
"789",13,28,59,73,66,38,26,"clear_in","clear_ex","clear_in","clear_in"
"790",14,24,29,59,63,20,26,"clear_in","none","clear_ex","clear_in"
"791",15,29,73,34,77,43,26,"clear_in","none","none","none"
"792",16,15,96,75,98,44,26,"clear_ex","clear_in","clear_in","none"
"793",17,11,9,51,72,29,26,"none","clear_in","none","clear_in"
"794",18,8,96,29,62,28,26,"none","clear_in","none","none"
"795",19,16,86,39,75,64,26,"ambiguous","clear_in","clear_ex","clear_ex"
"796",20,20,18,60,80,57,26,"clear_in","none","clear_in","clear_ex"
"797",21,7,89,48,88,39,26,"clear_in","none","clear_in","clear_in"
"798",22,6,85,33,95,21,26,"none","clear_ex","clear_in","none"
"799",23,9,77,52,82,71,26,"clear_in","clear_ex","none","clear_in"
"800",24,31,69,42,66,26,26,"clear_in","ambiguous","clear_in","clear_in"
"801",25,12,76,47,70,33,26,"clear_in","clear_ex","clear_in","clear_ex"
"802",26,19,12,65,69,65,26,"clear_ex","clear_in","clear_in","clear_ex"
"803",27,30,70,48,70,31,26,"clear_in","none","ambiguous","clear_in"
"804",28,26,78,34,55,12,26,"none","clear_in","clear_in","clear_in"
"805",29,17,83,77,80,38,26,"clear_in","ambiguous","clear_in","none"
"806",30,14,23,40,82,16,26,"ambiguous","none","clear_in","clear_in"
"807",0,19,48,1,93,9,27,"ambiguous","clear_in","none","none"
"808",1,29,61,10,92,10,27,"clear_in","clear_ex","none","none"
"809",2,27,34,35,87,45,27,"clear_ex","clear_in","ambiguous","clear_ex"
"810",3,6,59,39,88,59,27,"clear_ex","none","clear_in","clear_in"
"811",4,16,81,16,73,16,27,"clear_in","none","ambiguous","clear_in"
"812",5,13,73,8,95,11,27,"clear_in","clear_ex","clear_in","clear_ex"
"813",6,17,66,4,92,22,27,"none","clear_in","none","clear_in"
"814",7,30,43,7,85,16,27,"ambiguous","clear_in","ambiguous","clear_ex"
"815",8,11,53,9,96,18,27,"clear_ex","none","clear_in","none"
"816",9,5,77,14,84,18,27,"clear_in","clear_in","ambiguous","clear_in"
"817",10,21,89,46,96,39,27,"clear_in","none","clear_in","clear_in"
"818",11,24,74,6,89,21,27,"clear_in","none","clear_in","none"
"819",12,7,50,8,91,13,27,"clear_in","none","ambiguous","clear_ex"
"820",13,18,65,18,94,15,27,"clear_in","ambiguous","ambiguous","clear_in"
"821",14,15,70,47,95,42,27,"clear_in","ambiguous","none","clear_ex"
"822",15,25,85,69,89,45,27,"none","none","clear_in","clear_in"
"823",16,3,53,9,77,9,27,"clear_in","ambiguous","ambiguous","clear_ex"
"824",17,26,83,12,84,9,27,"clear_in","clear_in","clear_in","clear_ex"
"825",18,2,47,14,80,24,27,"ambiguous","clear_in","clear_ex","clear_ex"
"826",19,4,35,4,73,9,27,"clear_in","none","clear_in","clear_ex"
"827",20,31,52,8,79,10,27,"clear_ex","ambiguous","clear_in","none"
"828",21,10,56,4,78,6,27,"clear_in","none","clear_ex","clear_in"
"829",22,23,58,15,86,8,27,"clear_ex","clear_in","clear_ex","clear_in"
"830",23,9,59,11,78,8,27,"clear_in","clear_ex","ambiguous","none"
"831",24,12,67,19,89,8,27,"none","clear_in","ambiguous","clear_in"
"832",25,28,51,19,92,18,27,"clear_ex","clear_in","ambiguous","none"
"833",26,1,59,10,83,21,27,"clear_in","clear_in","clear_ex","clear_ex"
"834",27,8,73,6,84,11,27,"clear_in","ambiguous","clear_in","none"
"835",28,14,51,10,80,6,27,"clear_in","ambiguous","ambiguous","none"
"836",29,20,49,11,87,14,27,"clear_in","clear_ex","ambiguous","clear_ex"
"837",30,22,74,12,87,22,27,"ambiguous","none","clear_in","clear_ex"
"838",0,5,21,2,66,51,28,"clear_ex","clear_in","clear_ex","clear_in"
"839",1,30,24,18,58,52,28,"ambiguous","clear_ex","clear_in","clear_in"
"840",2,15,83,40,65,31,28,"clear_ex","none","clear_in","clear_in"
"841",3,13,73,47,82,40,28,"clear_in","clear_in","ambiguous","clear_in"
"842",4,18,37,16,73,23,28,"clear_ex","clear_in","ambiguous","none"
"843",5,19,55,17,70,21,28,"none","clear_in","ambiguous","clear_ex"
"844",6,31,55,26,75,17,28,"none","clear_in","clear_ex","clear_in"
"845",7,4,63,36,73,26,28,"ambiguous","clear_in","clear_in","clear_ex"
"846",8,11,57,28,68,39,28,"ambiguous","clear_ex","clear_in","clear_ex"
"847",9,1,77,50,74,44,28,"ambiguous","clear_in","none","none"
"848",10,6,57,40,76,34,28,"ambiguous","clear_in","none","clear_ex"
"849",11,2,80,41,73,47,28,"clear_in","ambiguous","none","clear_in"
"850",12,26,59,33,82,29,28,"none","ambiguous","clear_in","none"
"851",13,10,38,13,80,14,28,"clear_ex","clear_in","none","none"
"852",14,28,95,37,82,34,28,"clear_in","clear_in","clear_ex","none"
"853",15,23,48,40,92,32,28,"none","none","clear_in","clear_ex"
"854",16,20,39,14,81,4,28,"none","clear_in","none","none"
"855",17,12,82,28,87,22,28,"clear_in","clear_in","none","clear_in"
"856",18,21,62,29,78,18,28,"ambiguous","clear_in","none","clear_in"
"857",19,22,55,47,88,41,28,"none","ambiguous","clear_in","clear_ex"
"858",20,3,59,8,91,8,28,"none","clear_in","clear_in","clear_in"
"859",21,16,52,22,93,31,28,"clear_in","clear_in","clear_ex","clear_in"
"860",22,27,81,39,84,29,28,"clear_in","none","clear_in","clear_in"
"861",23,25,100,32,85,31,28,"clear_ex","clear_in","clear_in","none"
"862",24,8,57,12,92,27,28,"clear_in","ambiguous","ambiguous","clear_in"
"863",25,14,38,7,91,6,28,"ambiguous","clear_in","clear_ex","none"
"864",26,9,55,12,87,11,28,"clear_in","ambiguous","clear_ex","clear_in"
"865",27,7,38,9,87,18,28,"ambiguous","clear_in","clear_ex","clear_ex"
"866",28,17,43,13,84,16,28,"clear_in","clear_ex","ambiguous","none"
"867",29,24,60,3,92,4,28,"clear_in","clear_ex","none","clear_in"
"868",30,29,30,16,73,15,28,"none","clear_ex","clear_in","none"
"869",0,10,32,10,59,43,29,"none","none","clear_in","clear_ex"
"870",1,29,10,60,78,77,29,"ambiguous","ambiguous","clear_in","clear_in"
"871",2,25,41,61,82,92,29,"clear_in","clear_in","none","clear_in"
"872",3,2,27,59,89,79,29,"none","clear_in","clear_ex","none"
"873",4,5,61,67,89,94,29,"clear_in","ambiguous","clear_ex","none"
"874",5,31,37,57,83,93,29,"ambiguous","ambiguous","clear_in","clear_ex"
"875",6,22,94,67,74,93,29,"none","clear_in","clear_in","clear_ex"
"876",7,11,39,64,67,96,29,"clear_ex","clear_in","clear_ex","clear_in"
"877",8,20,60,67,70,95,29,"ambiguous","clear_in","none","clear_ex"
"878",9,1,97,77,65,95,29,"clear_in","none","none","clear_in"
"879",10,18,82,80,70,96,29,"ambiguous","clear_in","clear_in","none"
"880",11,21,92,86,82,94,29,"ambiguous","ambiguous","clear_in","none"
"881",12,23,59,67,67,96,29,"clear_in","clear_in","clear_in","clear_ex"
"882",13,24,78,66,83,93,29,"none","clear_in","clear_in","clear_in"
"883",14,26,83,68,77,95,29,"clear_in","clear_in","ambiguous","clear_in"
"884",15,28,70,72,79,96,29,"ambiguous","clear_in","clear_ex","clear_in"
"885",16,15,42,57,67,95,29,"none","ambiguous","clear_in","clear_ex"
"886",17,6,89,79,81,96,29,"clear_in","none","ambiguous","none"
"887",18,4,18,43,12,81,29,"clear_in","clear_ex","none","none"
"888",19,27,18,64,72,95,29,"clear_in","clear_ex","clear_in","clear_in"
"889",20,14,56,40,60,81,29,"ambiguous","clear_in","clear_in","clear_ex"
"890",21,16,62,28,29,88,29,"ambiguous","clear_ex","clear_in","clear_in"
"891",22,13,92,73,59,94,29,"clear_in","none","clear_in","clear_in"
"892",23,30,60,62,61,96,29,"ambiguous","clear_in","ambiguous","clear_ex"
"893",24,9,65,34,42,89,29,"none","none","clear_in","none"
"894",25,8,83,59,63,94,29,"ambiguous","clear_in","ambiguous","clear_in"
"895",26,3,69,50,39,96,29,"none","clear_in","ambiguous","clear_in"
"896",27,19,25,43,37,94,29,"clear_ex","clear_in","none","clear_in"
"897",28,7,74,15,38,72,29,"clear_ex","clear_ex","clear_in","clear_in"
"898",29,12,33,28,41,90,29,"none","clear_ex","clear_in","clear_in"
"899",30,17,87,69,70,96,29,"clear_in","none","none","none"
"900",0,13,98,2,58,17,30,"clear_in","clear_in","clear_in","clear_in"
"901",1,27,20,0,79,68,30,"clear_ex","clear_in","ambiguous","none"
"902",2,17,81,2,68,53,30,"ambiguous","clear_in","none","clear_in"
"903",3,25,90,0,69,59,30,"clear_in","none","ambiguous","none"
"904",4,15,19,1,48,12,30,"clear_ex","clear_in","clear_ex","clear_in"
"905",5,19,47,0,45,11,30,"none","none","clear_in","clear_in"
"906",6,28,63,1,22,21,30,"ambiguous","clear_in","ambiguous","clear_ex"
"907",7,1,49,2,60,12,30,"ambiguous","ambiguous","clear_in","none"
"908",8,20,80,2,32,10,30,"none","clear_in","ambiguous","clear_ex"
"909",9,21,92,2,34,18,30,"none","clear_in","none","clear_in"
"910",10,22,87,2,19,18,30,"clear_in","clear_ex","clear_in","clear_in"
"911",11,11,86,0,25,8,30,"clear_in","clear_ex","clear_ex","clear_in"
"912",12,4,45,1,6,8,30,"clear_in","none","clear_in","none"
"913",13,14,47,2,19,14,30,"ambiguous","clear_in","clear_ex","clear_ex"
"914",14,7,51,0,9,11,30,"clear_ex","ambiguous","clear_in","none"
"915",15,31,47,1,32,19,30,"ambiguous","ambiguous","clear_in","clear_ex"
"916",16,23,29,1,23,17,30,"none","ambiguous","clear_in","none"
"917",17,30,71,1,18,16,30,"clear_ex","clear_in","clear_in","clear_in"
"918",18,10,67,2,10,10,30,"clear_in","ambiguous","clear_in","none"
"919",19,6,86,1,45,5,30,"clear_in","clear_in","clear_in","clear_ex"
"920",20,16,50,0,43,14,30,"none","ambiguous","clear_in","clear_in"
"921",21,29,77,1,29,6,30,"clear_in","clear_in","clear_ex","none"
"922",22,3,77,0,47,9,30,"clear_in","clear_in","ambiguous","none"
"923",23,24,52,1,10,5,30,"ambiguous","clear_ex","clear_in","clear_in"
"924",24,26,99,0,6,1,30,"clear_in","clear_in","ambiguous","clear_in"
"925",25,2,47,2,24,7,30,"clear_in","clear_ex","ambiguous","clear_in"
"926",26,12,18,1,7,1,30,"ambiguous","clear_in","ambiguous","none"
"927",27,18,47,2,35,18,30,"clear_in","ambiguous","clear_in","clear_ex"
"928",28,8,67,1,6,4,30,"clear_ex","clear_in","none","clear_in"
"929",29,9,71,1,55,9,30,"clear_in","clear_in","ambiguous","clear_ex"
"930",30,5,62,2,25,3,30,"ambiguous","clear_in","clear_in","none"
"931",0,26,48,26,99,50,31,"ambiguous","clear_in","clear_in","clear_ex"
"932",1,4,41,5,87,24,31,"clear_ex","ambiguous","clear_in","none"
"933",2,20,79,10,99,8,31,"clear_ex","clear_in","ambiguous","clear_ex"
"934",3,11,92,7,89,9,31,"ambiguous","ambiguous","clear_in","none"
"935",4,14,93,25,85,18,31,"clear_in","ambiguous","clear_in","none"
"936",5,17,99,86,99,75,31,"clear_in","none","ambiguous","clear_in"
"937",6,25,15,77,83,49,31,"clear_ex","none","clear_in","none"
"938",7,6,15,14,77,16,31,"none","clear_in","ambiguous","clear_ex"
"939",8,27,98,56,96,29,31,"ambiguous","clear_in","clear_in","clear_in"
"940",9,21,98,53,98,16,31,"clear_in","clear_in","clear_in","none"
"941",10,15,96,3,94,5,31,"ambiguous","clear_in","clear_in","none"
"942",11,8,52,2,49,15,31,"clear_in","clear_ex","clear_ex","clear_in"
"943",12,7,89,24,96,32,31,"clear_in","none","clear_ex","none"
"944",13,30,83,8,98,3,31,"clear_in","clear_in","clear_ex","clear_in"
"945",14,19,91,66,64,52,31,"ambiguous","none","clear_in","clear_in"
"946",15,22,60,31,85,27,31,"clear_ex","clear_in","none","clear_in"
"947",16,31,75,55,98,45,31,"clear_ex","clear_in","ambiguous","none"
"948",17,3,99,48,99,18,31,"clear_in","none","none","none"
"949",18,5,68,13,98,2,31,"none","clear_in","none","clear_in"
"950",19,24,60,10,15,8,31,"ambiguous","none","clear_in","clear_ex"
"951",20,28,51,5,98,3,31,"none","clear_in","none","clear_ex"
"952",21,18,67,12,97,8,31,"clear_ex","ambiguous","clear_in","clear_in"
"953",22,13,99,100,98,29,31,"clear_in","clear_in","none","clear_ex"
"954",23,10,94,2,50,4,31,"ambiguous","clear_in","none","none"
"955",24,2,98,1,99,9,31,"clear_in","clear_in","ambiguous","none"
"956",25,29,56,4,79,8,31,"clear_in","none","ambiguous","none"
"957",26,16,36,3,50,4,31,"clear_in","ambiguous","ambiguous","clear_in"
"958",27,1,98,55,98,24,31,"none","ambiguous","clear_in","clear_in"
"959",28,23,14,7,76,6,31,"clear_in","none","ambiguous","clear_ex"
"960",29,12,65,20,96,10,31,"clear_in","ambiguous","none","none"
"961",30,9,18,8,84,1,31,"clear_in","clear_ex","ambiguous","clear_in"
"962",0,12,37,23,81,52,32,"ambiguous","none","clear_in","clear_in"
"963",1,15,88,69,96,48,32,"none","clear_in","none","none"
"964",2,3,23,43,85,51,32,"ambiguous","none","clear_in","clear_ex"
"965",3,31,95,59,97,54,32,"clear_in","clear_in","ambiguous","none"
"966",4,28,25,52,79,54,32,"ambiguous","clear_in","none","none"
"967",5,10,4,56,54,46,32,"clear_in","none","clear_ex","none"
"968",6,25,44,49,87,44,32,"ambiguous","clear_in","clear_in","clear_ex"
"969",7,16,44,51,58,68,32,"ambiguous","clear_ex","clear_in","clear_in"
"970",8,13,73,65,85,47,32,"ambiguous","clear_in","none","clear_ex"
"971",9,20,9,57,89,53,32,"clear_ex","clear_in","ambiguous","clear_ex"
"972",10,5,95,95,92,84,32,"clear_in","clear_in","clear_in","none"
"973",11,9,4,68,80,69,32,"ambiguous","clear_ex","clear_in","clear_ex"
"974",12,11,81,73,96,73,32,"clear_in","clear_in","ambiguous","clear_in"
"975",13,30,47,62,68,72,32,"clear_in","clear_ex","ambiguous","none"
"976",14,8,74,64,89,60,32,"clear_ex","clear_in","clear_in","clear_in"
"977",15,6,92,77,84,83,32,"clear_in","none","clear_in","none"
"978",16,4,4,53,70,48,32,"none","ambiguous","clear_in","clear_ex"
"979",17,21,50,61,78,65,32,"clear_in","ambiguous","ambiguous","none"
"980",18,18,6,40,94,50,32,"clear_ex","clear_in","clear_in","clear_ex"
"981",19,1,93,88,96,89,32,"ambiguous","ambiguous","clear_in","clear_in"
"982",20,26,47,50,63,47,32,"clear_ex","ambiguous","clear_in","clear_ex"
"983",21,19,93,82,92,85,32,"clear_in","clear_in","none","none"
"984",22,27,98,91,98,93,32,"none","none","clear_in","clear_in"
"985",23,23,61,69,87,84,32,"ambiguous","clear_in","clear_in","none"
"986",24,7,91,82,93,79,32,"clear_in","ambiguous","clear_ex","clear_in"
"987",25,22,90,83,84,83,32,"clear_in","clear_in","none","clear_ex"
"988",26,24,94,85,88,87,32,"clear_in","ambiguous","clear_in","none"
"989",27,14,76,69,62,70,32,"none","none","clear_in","clear_ex"
"990",28,29,81,90,91,77,32,"none","clear_in","ambiguous","clear_ex"
"991",29,17,86,84,88,80,32,"clear_in","none","none","clear_in"
"992",30,2,94,92,89,86,32,"clear_in","clear_in","none","clear_in"
"993",0,24,80,3,93,9,33,"clear_in","none","clear_in","none"
"994",1,21,98,21,99,51,33,"clear_in","clear_ex","clear_in","none"
"995",2,23,16,71,99,77,33,"ambiguous","clear_in","none","clear_ex"
"996",3,13,100,100,100,51,33,"clear_in","ambiguous","clear_in","clear_in"
"997",4,1,92,97,100,98,33,"clear_in","ambiguous","ambiguous","clear_in"
"998",5,28,6,48,89,42,33,"clear_ex","clear_in","ambiguous","none"
"999",6,26,20,5,60,31,33,"ambiguous","clear_in","ambiguous","clear_ex"
"1000",7,19,47,5,76,48,33,"clear_in","clear_ex","none","clear_in"
"1001",8,4,10,7,49,8,33,"clear_in","none","clear_ex","none"
"1002",9,10,13,10,71,32,33,"clear_ex","clear_in","clear_in","clear_ex"
"1003",10,27,96,94,97,49,33,"clear_in","ambiguous","none","none"
"1004",11,3,48,11,94,55,33,"clear_in","clear_ex","ambiguous","clear_ex"
"1005",12,31,46,99,98,48,33,"clear_in","ambiguous","ambiguous","none"
"1006",13,22,62,10,7,1,33,"clear_in","clear_ex","clear_in","clear_ex"
"1007",14,11,12,3,58,3,33,"none","ambiguous","clear_in","clear_in"
"1008",15,17,98,15,46,11,33,"clear_ex","clear_in","clear_in","clear_in"
"1009",16,29,36,9,81,18,33,"clear_ex","clear_in","ambiguous","clear_in"
"1010",17,6,29,61,100,64,33,"none","ambiguous","clear_in","none"
"1011",18,8,100,8,86,50,33,"ambiguous","clear_in","clear_ex","clear_in"
"1012",19,7,53,13,80,49,33,"ambiguous","ambiguous","clear_in","none"
"1013",20,12,9,18,74,44,33,"clear_ex","ambiguous","clear_in","none"
"1014",21,20,86,16,99,79,33,"none","clear_in","ambiguous","clear_ex"
"1015",22,16,44,14,57,15,33,"none","clear_in","ambiguous","clear_in"
"1016",23,14,95,13,58,10,33,"clear_in","clear_in","clear_in","clear_in"
"1017",24,2,98,55,91,44,33,"ambiguous","clear_in","none","clear_in"
"1018",25,18,99,82,98,75,33,"clear_ex","clear_in","none","clear_in"
"1019",26,15,100,13,97,7,33,"ambiguous","clear_in","clear_ex","clear_ex"
"1020",27,9,31,2,55,5,33,"clear_in","clear_ex","none","none"
"1021",28,30,45,96,98,52,33,"clear_ex","clear_in","none","none"
"1022",29,5,98,8,96,16,33,"clear_in","ambiguous","clear_ex","clear_in"
"1023",30,25,99,25,97,18,33,"none","ambiguous","clear_in","clear_ex"
"1024",0,19,62,19,41,34,34,"clear_ex","clear_in","ambiguous","clear_in"
"1025",1,17,53,28,41,26,34,"clear_in","ambiguous","clear_in","clear_in"
"1026",2,21,35,50,56,44,34,"clear_in","none","clear_in","clear_ex"
"1027",3,29,42,58,71,56,34,"clear_in","ambiguous","clear_ex","clear_in"
"1028",4,18,56,46,36,50,34,"clear_in","clear_ex","clear_in","none"
"1029",5,20,55,63,64,36,34,"clear_in","clear_ex","ambiguous","clear_in"
"1030",6,25,9,29,33,33,34,"clear_in","clear_ex","clear_in","clear_ex"
"1031",7,11,64,52,49,51,34,"none","clear_in","none","clear_in"
"1032",8,9,31,50,57,37,34,"clear_in","none","clear_ex","none"
"1033",9,2,22,34,35,40,34,"none","clear_in","none","clear_ex"
"1034",10,12,34,37,23,31,34,"ambiguous","clear_ex","clear_in","clear_in"
"1035",11,7,39,49,54,25,34,"clear_ex","clear_in","clear_ex","clear_in"
"1036",12,3,62,36,35,37,34,"ambiguous","none","clear_in","clear_in"
"1037",13,31,30,64,41,42,34,"none","none","clear_in","clear_ex"
"1038",14,5,42,56,42,44,34,"clear_in","ambiguous","ambiguous","clear_in"
"1039",15,16,41,53,19,37,34,"clear_in","ambiguous","clear_in","clear_ex"
"1040",16,26,66,47,41,59,34,"clear_in","clear_in","clear_in","clear_in"
"1041",17,23,37,41,50,25,34,"clear_in","none","clear_ex","clear_in"
"1042",18,14,48,68,44,45,34,"none","clear_in","clear_in","clear_in"
"1043",19,15,45,23,22,20,34,"clear_in","clear_ex","ambiguous","none"
"1044",20,6,48,30,28,30,34,"clear_in","none","none","clear_ex"
"1045",21,1,35,20,20,21,34,"ambiguous","clear_in","none","clear_ex"
"1046",22,30,32,25,32,25,34,"clear_in","clear_in","clear_ex","clear_in"
"1047",23,28,48,33,21,19,34,"ambiguous","clear_in","clear_in","clear_ex"
"1048",24,4,27,20,20,28,34,"clear_in","clear_in","ambiguous","clear_ex"
"1049",25,24,29,28,19,28,34,"ambiguous","none","clear_in","none"
"1050",26,10,37,30,28,27,34,"ambiguous","clear_in","clear_ex","clear_in"
"1051",27,27,40,29,37,28,34,"ambiguous","none","clear_in","clear_ex"
"1052",28,8,50,31,39,42,34,"ambiguous","clear_in","ambiguous","none"
"1053",29,13,45,26,27,28,34,"none","ambiguous","clear_in","clear_in"
"1054",30,22,44,29,36,40,34,"none","none","clear_in","clear_in"
"1055",0,5,69,3,97,2,35,"clear_in","ambiguous","ambiguous","clear_ex"
"1056",1,16,90,5,94,5,35,"ambiguous","clear_in","clear_in","clear_in"
"1057",2,26,50,1,86,1,35,"clear_in","clear_ex","none","none"
"1058",3,27,98,2,98,4,35,"ambiguous","clear_in","ambiguous","clear_ex"
"1059",4,31,96,3,90,5,35,"ambiguous","ambiguous","clear_in","clear_in"
"1060",5,23,97,3,100,3,35,"clear_in","ambiguous","clear_in","clear_ex"
"1061",6,7,43,3,47,6,35,"clear_in","none","ambiguous","clear_in"
"1062",7,18,53,3,95,8,35,"clear_ex","clear_in","ambiguous","clear_in"
"1063",8,6,35,3,88,10,35,"ambiguous","none","clear_in","clear_ex"
"1064",9,20,68,0,92,2,35,"clear_in","clear_ex","clear_ex","clear_in"
"1065",10,22,97,5,97,6,35,"clear_in","ambiguous","none","clear_ex"
"1066",11,1,96,4,98,4,35,"clear_in","clear_ex","clear_in","clear_in"
"1067",12,30,95,5,94,8,35,"clear_in","none","ambiguous","none"
"1068",13,2,16,0,98,8,35,"ambiguous","clear_ex","clear_in","none"
"1069",14,29,89,1,97,4,35,"clear_in","clear_in","ambiguous","clear_ex"
"1070",15,10,11,1,91,6,35,"ambiguous","clear_in","clear_ex","clear_in"
"1071",16,28,2,5,89,6,35,"clear_ex","clear_in","clear_ex","clear_in"
"1072",17,19,48,1,93,6,35,"clear_ex","clear_in","clear_in","clear_in"
"1073",18,8,94,6,84,8,35,"ambiguous","ambiguous","clear_in","clear_ex"
"1074",19,11,93,5,92,4,35,"clear_in","ambiguous","ambiguous","clear_in"
"1075",20,15,23,6,86,8,35,"clear_ex","ambiguous","clear_in","none"
"1076",21,24,92,11,83,14,35,"ambiguous","clear_in","ambiguous","clear_in"
"1077",22,3,14,8,93,13,35,"none","ambiguous","clear_in","none"
"1078",23,4,25,11,86,5,35,"none","ambiguous","clear_in","clear_ex"
"1079",24,17,24,4,89,9,35,"clear_ex","clear_in","ambiguous","clear_ex"
"1080",25,13,94,5,92,3,35,"clear_in","none","clear_in","none"
"1081",26,14,42,6,87,8,35,"clear_ex","ambiguous","clear_in","clear_in"
"1082",27,25,61,2,89,15,35,"ambiguous","none","clear_in","none"
"1083",28,21,54,7,79,9,35,"none","clear_in","clear_ex","clear_in"
"1084",29,12,88,10,79,17,35,"clear_in","clear_ex","ambiguous","none"
"1085",30,9,89,8,84,6,35,"none","clear_in","none","clear_in"
"1086",0,15,31,50,81,72,36,"clear_ex","clear_in","ambiguous","none"
"1087",1,8,44,30,48,38,36,"clear_ex","clear_in","clear_ex","clear_in"
"1088",2,12,87,79,89,80,36,"none","none","clear_in","clear_ex"
"1089",3,24,83,59,50,48,36,"ambiguous","clear_in","none","none"
"1090",4,9,47,61,49,63,36,"ambiguous","clear_in","ambiguous","clear_in"
"1091",5,6,67,48,72,46,36,"clear_in","ambiguous","ambiguous","clear_ex"
"1092",6,30,33,57,42,52,36,"clear_ex","clear_in","none","none"
"1093",7,17,94,83,87,77,36,"clear_in","clear_in","none","clear_in"
"1094",8,14,82,50,61,45,36,"none","clear_in","clear_in","clear_in"
"1095",9,26,51,32,37,22,36,"clear_in","clear_ex","ambiguous","none"
"1096",10,28,28,42,57,38,36,"ambiguous","clear_in","clear_ex","none"
"1097",11,31,64,39,54,32,36,"clear_in","none","clear_ex","clear_in"
"1098",12,20,54,42,60,33,36,"none","ambiguous","clear_in","clear_in"
"1099",13,2,82,49,57,46,36,"clear_in","clear_in","clear_ex","clear_in"
"1100",14,7,42,47,47,41,36,"none","none","clear_in","clear_in"
"1101",15,22,64,42,58,35,36,"clear_in","ambiguous","clear_in","none"
"1102",16,29,46,46,49,28,36,"none","clear_in","none","clear_in"
"1103",17,3,33,38,61,36,36,"clear_ex","clear_in","ambiguous","clear_in"
"1104",18,21,36,39,60,36,36,"none","clear_in","clear_ex","none"
"1105",19,23,49,42,54,42,36,"ambiguous","none","clear_in","none"
"1106",20,25,79,55,76,53,36,"ambiguous","clear_in","none","clear_ex"
"1107",21,18,95,52,83,43,36,"clear_in","clear_in","clear_in","clear_in"
