"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"1825",26,13,87,51,93,50,59,"clear_in","clear_ex","clear_in","none"
"1826",27,4,100,5,7,5,59,"clear_in","clear_in","none","none"
"1827",28,14,8,6,7,8,59,"clear_ex","clear_in","ambiguous","none"
"1828",29,11,96,7,6,10,59,"clear_in","none","clear_ex","clear_in"
"1829",30,5,96,12,10,11,59,"clear_in","clear_in","clear_ex","clear_ex"
"1830",0,12,31,57,75,57,60,"clear_ex","clear_in","ambiguous","clear_ex"
"1831",1,22,52,37,36,38,60,"none","ambiguous","clear_in","clear_in"
"1832",2,1,75,72,76,59,60,"ambiguous","clear_in","none","clear_ex"
"1833",3,3,47,40,40,53,60,"none","clear_in","none","clear_in"
"1834",4,2,29,30,45,40,60,"ambiguous","clear_ex","clear_in","none"
"1835",5,28,33,57,52,53,60,"ambiguous","none","clear_in","none"
"1836",6,4,58,41,51,46,60,"clear_in","none","clear_in","clear_ex"
"1837",7,16,32,62,63,51,60,"ambiguous","clear_ex","clear_in","clear_in"
"1838",8,21,38,50,55,50,60,"none","clear_in","clear_ex","clear_in"
"1839",9,23,65,38,55,27,60,"none","clear_in","clear_in","clear_ex"
"1840",10,31,56,63,50,50,60,"none","none","clear_in","none"
"1841",11,15,50,39,48,28,60,"ambiguous","clear_in","clear_in","clear_ex"
"1842",12,11,36,39,39,36,60,"none","clear_in","ambiguous","none"
"1843",13,14,69,47,48,52,60,"clear_in","clear_in","clear_in","clear_in"
"1844",14,8,49,35,37,26,60,"clear_in","clear_ex","clear_in","clear_in"
"1845",15,29,50,34,39,44,60,"clear_in","none","clear_in","none"
"1846",16,27,36,36,59,39,60,"clear_ex","clear_in","ambiguous","none"
"1847",17,30,24,51,25,41,60,"ambiguous","clear_in","ambiguous","none"
"1848",18,13,32,34,40,28,60,"ambiguous","ambiguous","clear_in","clear_ex"
"1849",19,17,34,33,48,45,60,"none","ambiguous","clear_in","none"
"1850",20,5,43,36,28,40,60,"clear_ex","clear_in","clear_ex","clear_in"
"1851",21,6,74,42,47,46,60,"clear_in","clear_ex","clear_in","clear_ex"
"1852",22,20,26,31,43,26,60,"clear_ex","clear_in","clear_in","clear_ex"
"1853",23,25,41,41,50,49,60,"clear_in","ambiguous","none","clear_ex"
"1854",24,19,65,41,49,39,60,"clear_in","clear_ex","clear_ex","clear_in"
"1855",25,10,69,39,32,35,60,"none","clear_in","ambiguous","clear_in"
"1856",26,26,47,33,26,30,60,"clear_in","clear_in","clear_in","clear_ex"
"1857",27,24,36,40,36,40,60,"clear_in","none","none","clear_ex"
"1858",28,9,44,42,47,48,60,"clear_ex","none","clear_in","clear_in"
"1859",29,18,27,45,31,40,60,"clear_in","clear_ex","ambiguous","clear_ex"
"1860",30,7,61,36,43,42,60,"none","ambiguous","clear_in","clear_ex"
"1861",0,21,46,21,84,44,62,"clear_in","clear_ex","ambiguous","none"
"1862",1,13,93,94,97,99,62,"none","clear_in","none","none"
"1863",2,27,54,84,89,68,62,"clear_ex","ambiguous","clear_in","clear_ex"
"1864",3,2,94,91,93,97,62,"none","none","clear_in","clear_in"
"1865",4,30,85,84,83,85,62,"ambiguous","ambiguous","clear_in","none"
"1866",5,15,81,69,98,75,62,"ambiguous","clear_in","clear_ex","clear_in"
"1867",6,20,78,80,68,76,62,"clear_ex","clear_in","ambiguous","clear_in"
"1868",7,16,95,89,89,81,62,"clear_in","none","clear_in","clear_ex"
"1869",8,24,75,62,86,49,62,"ambiguous","clear_in","none","clear_ex"
"1870",9,8,72,68,91,65,62,"clear_in","ambiguous","none","none"
"1871",10,26,96,94,96,89,62,"clear_in","none","clear_in","clear_in"
"1872",11,10,91,78,86,76,62,"none","clear_in","clear_ex","clear_in"
"1873",12,5,77,74,80,71,62,"clear_in","clear_ex","clear_in","clear_ex"
"1874",13,12,96,98,97,98,62,"clear_in","clear_in","clear_in","clear_in"
"1875",14,17,100,97,99,98,62,"ambiguous","clear_in","clear_in","clear_in"
"1876",15,6,94,85,92,76,62,"none","none","clear_in","clear_ex"
"1877",16,14,61,57,75,49,62,"clear_in","clear_ex","ambiguous","clear_ex"
"1878",17,1,72,60,72,53,62,"clear_ex","clear_in","clear_in","none"
"1879",18,31,81,78,85,61,62,"clear_in","none","none","none"
"1880",19,11,89,85,84,79,62,"clear_in","none","ambiguous","clear_in"
"1881",20,25,79,63,65,56,62,"ambiguous","clear_ex","clear_in","clear_in"
"1882",21,29,66,75,72,60,62,"clear_in","ambiguous","clear_ex","clear_in"
"1883",22,9,92,80,89,74,62,"clear_in","none","none","clear_ex"
"1884",23,22,80,69,78,53,62,"clear_ex","clear_in","clear_in","clear_in"
"1885",24,4,60,58,82,34,62,"clear_ex","clear_in","none","none"
"1886",25,28,64,77,86,62,62,"clear_ex","clear_in","clear_ex","clear_in"
"1887",26,19,65,70,65,55,62,"clear_in","none","ambiguous","clear_ex"
"1888",27,3,41,55,76,45,62,"none","ambiguous","clear_in","clear_in"
"1889",28,23,93,80,81,50,62,"ambiguous","clear_in","ambiguous","clear_ex"
"1890",29,18,69,45,55,40,62,"clear_in","ambiguous","ambiguous","clear_in"
"1891",30,7,74,79,71,60,62,"clear_ex","none","clear_in","none"
"1892",0,25,96,94,84,68,63,"clear_in","ambiguous","none","none"
"1893",1,27,75,82,82,71,63,"ambiguous","clear_in","clear_ex","none"
"1894",2,26,74,81,39,54,63,"clear_in","clear_ex","clear_in","clear_ex"
"1895",3,9,22,22,74,26,63,"ambiguous","none","clear_in","clear_in"
"1896",4,21,76,92,73,38,63,"clear_in","clear_ex","none","none"
"1897",5,31,62,88,70,54,63,"clear_ex","clear_in","ambiguous","clear_in"
"1898",6,6,68,83,77,72,63,"clear_in","none","none","clear_in"
"1899",7,14,41,45,69,27,63,"clear_in","ambiguous","ambiguous","clear_ex"
"1900",8,15,74,54,66,64,63,"clear_in","clear_in","ambiguous","clear_in"
"1901",9,11,87,69,32,51,63,"clear_in","clear_in","none","clear_ex"
"1902",10,3,95,85,90,82,63,"clear_in","clear_ex","clear_ex","clear_in"
"1903",11,13,91,87,90,74,63,"none","none","clear_in","none"
"1904",12,1,85,65,75,63,63,"ambiguous","clear_in","clear_in","clear_ex"
"1905",13,12,81,70,54,68,63,"ambiguous","clear_in","clear_in","none"
"1906",14,19,99,96,79,77,63,"clear_in","clear_in","none","none"
"1907",15,20,92,68,58,75,63,"ambiguous","clear_ex","clear_in","none"
"1908",16,29,96,91,100,99,63,"clear_in","clear_in","clear_ex","clear_in"
"1909",17,16,88,78,79,65,63,"clear_in","clear_ex","clear_in","none"
"1910",18,23,86,55,57,72,63,"ambiguous","clear_in","clear_ex","clear_ex"
"1911",19,22,75,52,79,70,63,"clear_ex","none","clear_in","clear_in"
"1912",20,10,91,66,72,63,63,"clear_in","none","clear_in","none"
"1913",21,18,64,67,77,68,63,"ambiguous","clear_in","none","clear_ex"
"1914",22,28,94,64,77,65,63,"clear_in","clear_in","clear_in","clear_ex"
"1915",23,30,98,94,52,56,63,"clear_in","ambiguous","ambiguous","clear_in"
"1916",24,5,93,93,76,71,63,"none","ambiguous","clear_in","clear_ex"
"1917",25,8,88,64,60,45,63,"clear_ex","clear_in","ambiguous","clear_ex"
"1918",26,7,73,56,64,73,63,"ambiguous","clear_in","ambiguous","none"
"1919",27,24,71,86,67,66,63,"none","ambiguous","clear_in","clear_in"
"1920",28,4,92,22,12,14,63,"none","clear_in","ambiguous","clear_in"
"1921",29,17,19,28,37,40,63,"none","clear_in","none","clear_in"
"1922",30,2,58,74,24,35,63,"clear_in","none","ambiguous","clear_ex"
"1923",0,12,63,15,55,29,64,"clear_in","clear_in","clear_ex","none"
"1924",1,11,25,33,30,24,64,"none","clear_ex","clear_in","clear_in"
"1925",2,13,80,82,80,67,64,"clear_in","clear_in","clear_in","clear_ex"
"1926",3,8,74,31,32,14,64,"clear_in","clear_ex","clear_in","none"
"1927",4,24,83,43,50,66,64,"clear_in","clear_in","ambiguous","clear_in"
"1928",5,29,11,38,23,30,64,"clear_ex","none","clear_in","clear_in"
"1929",6,14,13,26,27,25,64,"clear_in","clear_ex","ambiguous","clear_ex"
"1930",7,20,3,22,21,18,64,"ambiguous","clear_in","ambiguous","clear_ex"
"1931",8,10,82,61,73,31,64,"clear_in","clear_ex","ambiguous","clear_in"
"1932",9,21,9,44,45,28,64,"none","clear_in","none","clear_in"
"1933",10,3,67,34,50,38,64,"clear_in","clear_in","none","none"
"1934",11,17,77,33,81,23,64,"ambiguous","clear_in","none","clear_in"
